ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
A687037,0.2630343437194824,0.0005417540087364614,0.14959965646266937,0.38185521960258484,0.20496897399425507
A709749,0.278972864151001,0.0008557230466976762,0.022658441215753555,0.07326698303222656,0.6242459416389465
A678088,0.3896104097366333,0.0012352271005511284,0.02804368920624256,0.1367148607969284,0.44439584016799927
A699713,0.001469627022743225,0.006566645577549934,0.0977807492017746,0.0031864403281360865,0.8909965753555298
A704438,0.3762885332107544,0.0022546229884028435,0.048725176602602005,0.3753989636898041,0.19733266532421112
A509228,0.18511106073856354,0.0024216719903051853,0.1409820169210434,0.5382561087608337,0.13322921097278595
A677773,0.0004050967691000551,0.005556181073188782,0.0075552454218268394,0.00033497289405204356,0.986148476600647
A682672,0.34900736808776855,0.0010295140091329813,0.06256581842899323,0.43339803814888,0.1539992243051529
A656608,0.3270946443080902,0.0015455755637958646,0.048732832074165344,0.29788899421691895,0.32473787665367126
A683114,0.8770776391029358,6.464839680120349e-05,0.0009600548655726016,0.019960984587669373,0.10193673521280289
A679916,0.332636296749115,0.0019675977528095245,0.05257174000144005,0.44401395320892334,0.16881050169467926
A718646,0.374221533536911,0.0017149943159893155,0.055984195321798325,0.4318227767944336,0.13625645637512207
A692608,0.5297050476074219,0.003167616669088602,0.03242005035281181,0.31320327520370483,0.12150401622056961
A664058,0.4703979790210724,0.0008354423334822059,0.025321390479803085,0.3379821479320526,0.16546311974525452
A702743,0.8145949840545654,0.0001234319934155792,0.0015628979308530688,0.05904027447104454,0.12467838078737259
A689480,0.4765053391456604,0.0002650544629432261,0.0070907799527049065,0.05901877582073212,0.45712000131607056
A720862,0.5773564577102661,0.0006517845904454589,0.008202336728572845,0.20416967570781708,0.20961973071098328
A695579,0.4788396656513214,0.001158289727754891,0.027493396773934364,0.3905934989452362,0.10191509872674942
A686225,0.7229289412498474,5.241608232608996e-05,0.0017844700487330556,0.11644743382930756,0.158786803483963
A677306,0.48361635208129883,0.001118185231462121,0.008970128372311592,0.024754147976636887,0.4815412163734436
A683996,0.44933831691741943,0.0005016002105548978,0.014758394099771976,0.30404528975486755,0.23135638236999512
A704806,0.0004041189677082002,0.014014001935720444,0.06249376758933067,0.0008327747927978635,0.9222553968429565
A704952,0.04841740056872368,0.0022492166608572006,0.0006316135404631495,0.00015264844114426523,0.9485491514205933
A623449,0.38456326723098755,0.004699177574366331,0.06735989451408386,0.37842631340026855,0.16495129466056824
A706993,0.4915054440498352,0.0004032206488773227,0.015432105399668217,0.26369479298591614,0.2289644479751587
A705590,0.8643271923065186,8.851574239088222e-05,0.0009006254258565605,0.041980549693107605,0.09270323812961578
A688313,0.3081117272377014,0.0008616005070507526,0.028963854536414146,0.1176500916481018,0.5444127917289734
A702652,0.37755781412124634,0.0010553448228165507,0.046350572258234024,0.44431576132774353,0.13072051107883453
A694517,0.774811327457428,0.00018482256564311683,0.0036636912263929844,0.16784748435020447,0.05349275469779968
A706229,0.14310544729232788,9.82228375505656e-05,0.10316172242164612,0.6620249152183533,0.09160958975553513
A707208,0.050888337194919586,0.008570780046284199,0.17386220395565033,0.19972194731235504,0.566956639289856
A713201,0.9051113128662109,4.305594848119654e-05,0.000678337411954999,0.029030466452240944,0.06513673067092896
A707105,0.36434438824653625,0.0009550946997478604,0.05674170330166817,0.40719375014305115,0.17076510190963745
A667850,0.8186867833137512,0.0001981593231903389,0.0016444624634459615,0.0071121444925665855,0.17235849797725677
A714098,0.38244515657424927,0.0008267686353065073,0.05223093181848526,0.394287109375,0.17021003365516663
A676636,0.8995377421379089,0.0003358002577442676,0.003487654961645603,0.023102479055523872,0.07353638112545013
A705242,0.2763650715351105,0.004680831916630268,0.0673200935125351,0.17562134563922882,0.4760127067565918
A658546,0.70680832862854,0.0009849852649495006,0.005416349973529577,0.010158770717680454,0.2766316533088684
A693414,0.5555644035339355,0.007419094908982515,0.01992996409535408,0.2938600778579712,0.12322645634412766
A687418,0.00018093107792083174,0.006375583820044994,0.022706151008605957,0.0006699218065477908,0.9700674414634705
A667962,0.01150551438331604,0.001350987353362143,0.12563733756542206,0.03579118102788925,0.8257149457931519
A705976,0.9817147254943848,3.78845797968097e-05,0.00045709669939242303,0.0056023970246315,0.012187838554382324
A629810,0.26525983214378357,0.0009609007393009961,0.06937267631292343,0.5378537178039551,0.12655283510684967
A685734,0.8876739740371704,1.6927840988500975e-05,0.0002745125675573945,0.023073939606547356,0.08896061778068542
A594904,0.35608094930648804,0.003134123282507062,0.0634228065609932,0.39004775881767273,0.18731431663036346
A669391,0.012684145011007786,0.004471751861274242,0.2663971483707428,0.20274659991264343,0.5137003064155579
A717079,0.2906358540058136,0.0015905360924080014,0.059363532811403275,0.33865341544151306,0.30975669622421265
A701717,0.014542283490300179,0.02980397269129753,0.0746174231171608,0.0016730923671275377,0.8793632388114929
A658783,0.6335934996604919,0.0008501780102960765,0.015314052812755108,0.24419352412223816,0.10604875534772873
A664338,0.7791762351989746,0.00025960872881114483,0.002432740293443203,0.012832663021981716,0.2052987962961197
A684150,0.35225290060043335,0.0020534582436084747,0.04886508733034134,0.31163233518600464,0.28519636392593384
A716961,0.04204392805695534,0.16319911181926727,0.23545725643634796,0.026113102212548256,0.5331865549087524
A679130,0.5074375867843628,0.0006907593342475593,0.018875185400247574,0.19441035389900208,0.27858608961105347
A580469,0.1358187198638916,0.00055170978885144,0.18281413614749908,0.5306903123855591,0.15012511610984802
A681294,0.42986151576042175,0.0017070400062948465,0.026870494708418846,0.2613201141357422,0.2802409529685974
A251214,0.1810523420572281,0.00037412112578749657,0.1149037629365921,0.5914502143859863,0.11221964657306671
A679592,0.8843757510185242,9.751948527991772e-05,0.0009784988360479474,0.013474532403051853,0.1010737195611
A686746,0.0014695145655423403,0.015615931712090969,0.01798390969634056,0.0004881074419245124,0.9644424915313721
A685147,0.8802992105484009,0.0004820272733923048,0.0030028261244297028,0.005694647319614887,0.11052129417657852
A700597,0.6999747157096863,9.324040729552507e-05,0.004656846169382334,0.24506248533725739,0.0502127930521965
A696000,0.6808321475982666,0.0022455421276390553,0.014954078942537308,0.04987875372171402,0.25208935141563416
A695969,0.6284637451171875,0.0004702836158685386,0.009205243550240993,0.10625631362199783,0.25560447573661804
A677841,0.0013654669746756554,0.09286586940288544,0.29833340644836426,0.0025599601212888956,0.6048753261566162
A708684,0.16550838947296143,0.006522201467305422,0.0028520850464701653,0.0007122484967112541,0.8244050145149231
A685280,0.00024000208941288292,0.03996720537543297,0.021496903151273727,0.0004111992020625621,0.9378847479820251
A652416,0.3006833791732788,0.0015559132443740964,0.06308306753635406,0.37567901611328125,0.2589986324310303
A665233,0.008322982117533684,0.0013710942585021257,0.011929541826248169,0.009008889086544514,0.969367504119873
A720638,0.4993547201156616,0.0012701161904260516,0.026257233694195747,0.3092115521430969,0.1639063060283661
A673330,0.3656448423862457,0.0016381694003939629,0.04350799322128296,0.45652779936790466,0.13268119096755981
A681403,0.9700701832771301,0.00017946245498023927,0.00174929469358176,0.005498088430613279,0.022502945736050606
A692394,0.5513565540313721,0.0013283491134643555,0.02396695874631405,0.30205073952674866,0.12129747122526169
A670598,0.7162914872169495,0.000511753954924643,0.007351550739258528,0.169610857963562,0.10623437166213989
A668674,0.5150494575500488,0.00014004726835992187,0.007383197546005249,0.2243349850177765,0.25309234857559204
A701157,0.0005873146583326161,0.002012846991419792,0.004543456714600325,0.0006782039999961853,0.9921782612800598
A669861,0.8720124363899231,0.0007182290428318083,0.004376287572085857,0.017552288249135017,0.10534077137708664
A678132,0.2052716314792633,0.005013010930269957,0.16078200936317444,0.32663431763648987,0.30229905247688293
A679029,0.0006767999147996306,0.033950548619031906,0.2502187192440033,0.09540645778179169,0.6197474598884583
A668627,0.627757728099823,0.0002850038872566074,0.011252687312662601,0.16529367864131927,0.19541092216968536
A679985,0.02060229331254959,0.003606232814490795,0.4350065588951111,0.283156156539917,0.25762882828712463
A690789,0.5428235530853271,0.00023656962730456144,0.014620574191212654,0.3338165581226349,0.1085028126835823
A716348,0.0007000201148912311,0.00445709889754653,0.00968493428081274,0.0002380989899393171,0.9849199056625366
A692835,0.626505970954895,0.0003442527668084949,0.011033162474632263,0.2616383731365204,0.10047823190689087
A684711,0.21493108570575714,0.018243707716464996,0.12398669868707657,0.008569530211389065,0.6342689990997314
A699518,0.30409181118011475,0.005871282424777746,0.09432776272296906,0.44423454999923706,0.15147460997104645
A715083,0.6519699692726135,3.421720248297788e-05,0.0014863040996715426,0.09789665043354034,0.24861286580562592
A702676,0.707722008228302,5.4708645620848984e-05,0.002975223585963249,0.1328035145998001,0.15644456446170807
A642905,0.33972546458244324,0.0028453278355300426,0.12476173788309097,0.34873759746551514,0.18392984569072723
A705171,0.19606250524520874,0.031504128128290176,0.1137346401810646,0.004465540871024132,0.6542331576347351
A669185,0.9246768355369568,2.0521942133200355e-05,0.00032236261176876724,0.01755654625594616,0.057423822581768036
A702972,0.9218330383300781,6.174479494802654e-05,0.0008616693085059524,0.016849691048264503,0.06039382517337799
A694532,0.9135100841522217,0.00013102771481499076,0.001735882367938757,0.03975807502865791,0.044864948838949203
A712337,0.14613322913646698,0.033885836601257324,0.10641933232545853,0.12282104790210724,0.590740442276001
A679456,0.9909272193908691,2.953939838334918e-05,0.00031335753737948835,0.004340987652540207,0.004388967528939247
A699599,0.07806768268346786,0.0010219415416941047,0.19633427262306213,0.37586310505867004,0.3487130105495453
A680404,0.733238160610199,8.360117499250919e-05,0.002255631610751152,0.12704573571681976,0.13737688958644867
A673490,0.8069369792938232,0.00012914605031255633,0.0022775749675929546,0.11519312113523483,0.07546307146549225
A710633,0.025182021781802177,0.0034888912923634052,0.19842466711997986,0.48247918486595154,0.290425181388855
A705621,0.9832175970077515,3.427858973736875e-05,0.0005316597525961697,0.004950602073222399,0.011265808716416359
A672255,0.2669362723827362,0.006782569922506809,0.09538302570581436,0.18476760387420654,0.44613051414489746
A705434,0.9018651843070984,2.0911485989927314e-05,0.0003739949024748057,0.024102235212922096,0.07363750785589218
A623561,0.207880437374115,0.003899614093825221,0.13218583166599274,0.4773690104484558,0.17866507172584534
A678067,0.39172986149787903,0.0009000475984066725,0.04061561077833176,0.415486603975296,0.1512678861618042
A595426,0.34830960631370544,0.0006907769129611552,0.03875699266791344,0.40334782004356384,0.20889481902122498
A696501,0.29882898926734924,0.0027008389588445425,0.07438509166240692,0.481517493724823,0.1425674855709076
A703653,0.9921552538871765,8.627744136902038e-06,0.0001370558893540874,0.003630251856520772,0.004068769048899412
A668098,0.31127291917800903,0.0011243467452004552,0.05168536305427551,0.45739760994911194,0.17851977050304413
A674570,0.5021896362304688,0.0005911359330639243,0.015205618925392628,0.2620655596256256,0.21994806826114655
A695076,0.30708280205726624,0.005492867901921272,0.06324099004268646,0.1606147289276123,0.46356862783432007
A704695,0.9550495743751526,0.00014869673759676516,0.0012498602736741304,0.0052363150753080845,0.038315560668706894
A664491,0.016065388917922974,0.0034719679970294237,0.030649539083242416,0.014207704924046993,0.9356054067611694
A677774,0.0004050967691000551,0.005556181073188782,0.0075552454218268394,0.00033497289405204356,0.986148476600647
A686614,0.04099194332957268,0.0072222743183374405,0.21910881996154785,0.3636317551136017,0.3690451979637146
A695260,0.9439666867256165,0.00021946498600300401,0.002158742630854249,0.024258345365524292,0.02939681150019169
A705998,0.18665631115436554,0.049306657165288925,0.11517300456762314,0.005650099832564592,0.6432139277458191
A703978,0.33242952823638916,0.0032664502505213022,0.07241154462099075,0.4202248752117157,0.1716676503419876
A676292,0.029328852891921997,0.004499134607613087,0.08171572536230087,0.08523872494697571,0.7992175221443176
A688366,0.24200449883937836,0.03864750638604164,0.09368298947811127,0.0037974289152771235,0.6218675971031189
A717671,0.05903639644384384,0.00028546154499053955,0.24223840236663818,0.556299090385437,0.14214061200618744
A498735,0.3890373408794403,0.0011331797577440739,0.04719938710331917,0.43561026453971863,0.1270197629928589
A688472,0.8471481800079346,0.00019826216157525778,0.0016139389481395483,0.006375781260430813,0.14466379582881927
A714181,0.5670803785324097,0.01075228676199913,0.02077779360115528,0.3196844160556793,0.08170506358146667
A704244,0.0014603201998397708,0.004600573796778917,0.09080992639064789,0.003547143656760454,0.899582028388977
A715132,0.027234671637415886,0.004463365767151117,0.10775816440582275,0.018291732296347618,0.8422520160675049
A684103,0.0001867160463007167,0.00303200026974082,0.005834031384438276,0.00047853676369413733,0.9904686808586121
A681232,0.6340525150299072,0.0008548108162358403,0.015494796447455883,0.18881016969680786,0.16078776121139526
A687918,0.944474458694458,7.732518861303106e-05,0.0010454682633280754,0.010160454548895359,0.04424223303794861
A697287,0.7892087697982788,0.00018007645849138498,0.002811392303556204,0.13664640486240387,0.07115336507558823
A609889,0.42669767141342163,0.0014582679141312838,0.0361580066382885,0.35813137888908386,0.17755471169948578
A712044,0.8722123503684998,3.462770109763369e-05,0.00047269309288822114,0.029312029480934143,0.09796831756830215
A670646,0.8213523626327515,0.00043794760131277144,0.003264447906985879,0.055952899158000946,0.11899235099554062
A671291,0.32377153635025024,0.0055370326153934,0.060816824436187744,0.16708070039749146,0.4427938759326935
A708534,0.015880540013313293,0.017478080466389656,0.08816466480493546,0.1387336403131485,0.7397430539131165
A672607,0.477139949798584,0.0009992815321311355,0.02563895471394062,0.33466434478759766,0.16155746579170227
A713165,0.7694903016090393,0.0002004569978453219,0.0024662406649440527,0.028783099725842476,0.19905990362167358
A640235,0.3750905692577362,0.001558933174237609,0.04478135332465172,0.3679271936416626,0.2106420397758484
A719496,0.0008026448776945472,0.001135686645284295,0.023475458845496178,0.005422624759376049,0.9691635966300964
A662220,0.8442045450210571,0.0004343603504821658,0.0016817535506561399,0.005064714699983597,0.14861464500427246
A719618,0.7474836111068726,0.00022073130821809173,0.004166493192315102,0.18450018763542175,0.06362899392843246
A706092,0.0008044005953706801,0.008488137274980545,0.07315358519554138,0.0021305165719240904,0.9154233336448669
A707685,0.9322705864906311,0.0003475036355666816,0.00230100704357028,0.009450683370232582,0.05563011020421982
A715097,0.45517873764038086,0.0007217023521661758,0.03018966317176819,0.36644402146339417,0.14746591448783875
A717316,0.2687752842903137,0.0008799980860203505,0.05480368062853813,0.491426557302475,0.1841144859790802
A681193,0.019059432670474052,0.002091276692226529,0.04983794689178467,0.06704086810350418,0.8619704842567444
A718787,0.4257355034351349,0.0016517232870683074,0.03251589462161064,0.3755957782268524,0.1645011305809021
A690778,0.673029363155365,0.0001695277460385114,0.006391623057425022,0.15346772968769073,0.1669417768716812
A670807,0.4440789520740509,0.0013563133543357253,0.03263065591454506,0.42377421259880066,0.09815989434719086
A708703,0.5904872417449951,0.00042758372728712857,0.015820985659956932,0.251290887594223,0.14197325706481934
A680609,0.6339067816734314,0.00043477845611050725,0.005333674140274525,0.07967910170555115,0.28064557909965515
A696485,0.5931646227836609,0.0011320809135213494,0.014664120972156525,0.22725026309490204,0.1637888252735138
A687689,0.5487183928489685,0.00025758545962162316,0.013424018397927284,0.2590945065021515,0.17850551009178162
A695348,0.25554195046424866,0.003428546478971839,0.11668825149536133,0.4539864957332611,0.17035479843616486
A706953,0.008536437526345253,0.0047682467848062515,0.10052254050970078,0.042923104017972946,0.8432496786117554
A668563,0.8521618247032166,0.0003071074024774134,0.001680516405031085,0.004067445173859596,0.14178302884101868
A696931,0.4213588237762451,0.005329528357833624,0.0577937550842762,0.3662039637565613,0.149313822388649
A709261,0.8842036724090576,0.00021714915055781603,0.0015956797869876027,0.009450407698750496,0.10453308373689651
A626951,0.598520040512085,0.00022622647520620376,0.007949567399919033,0.09445594251155853,0.2988481819629669
A698849,0.8594754934310913,0.00015277857892215252,0.0015509889926761389,0.06400828063488007,0.07481244951486588
A691610,0.010691541247069836,0.005284999962896109,0.12430056184530258,0.012864350341260433,0.846858561038971
A679369,0.0018084921175614,0.019564947113394737,0.015342378988862038,0.0003331162442918867,0.962951123714447
A682517,0.466674268245697,0.0008556396351195872,0.0230975691229105,0.34498724341392517,0.16438522934913635
A706165,0.0006370506016537547,0.003879945958033204,0.09344549477100372,0.0035300198942422867,0.8985074758529663
A690586,0.4928109347820282,0.00047386629739776254,0.022660093382000923,0.3561759293079376,0.12787915766239166
A686218,0.11600592732429504,0.016983656212687492,0.08084744960069656,0.0023593141231685877,0.7838036417961121
A695585,0.5888270139694214,0.0003461577871348709,0.009743845090270042,0.23229584097862244,0.1687871366739273
A688414,0.1434594988822937,0.001978326588869095,0.17723704874515533,0.4258968234062195,0.2514282166957855
A691870,0.3669029474258423,0.0006442484445869923,0.04092470929026604,0.47170382738113403,0.1198243722319603
A677001,0.4175478518009186,0.002114903647452593,0.045398395508527756,0.3348753750324249,0.20006351172924042
A673424,0.1820985972881317,0.0005528508336283267,0.14604103565216064,0.5341007113456726,0.1372068077325821
A708200,2.8620803277590312e-05,0.014282220974564552,0.018721597269177437,0.0005278259632177651,0.9664397239685059
A665234,0.5309398174285889,0.00017581261636223644,0.010184395126998425,0.2477230727672577,0.21097688376903534
A692879,0.30780190229415894,0.009261518716812134,0.09130553901195526,0.37362268567085266,0.21800826489925385
A687730,0.006879841908812523,0.011147570796310902,0.02454061433672905,0.0005098261754028499,0.9569221138954163
A707177,0.0018797782249748707,0.01693396084010601,0.05760292708873749,0.1781279742717743,0.7454553842544556
A709881,0.21391257643699646,0.030170220881700516,0.0709344670176506,0.004671857226639986,0.6803109049797058
A679426,0.4943768382072449,0.0008045542635954916,0.02442951872944832,0.3752399682998657,0.10514909029006958
A709340,0.0062135085463523865,0.017687730491161346,0.042908161878585815,0.0017693937988951802,0.9314212799072266
A710659,0.689661979675293,0.0001320287847192958,0.006990603171288967,0.19073091447353363,0.11248455941677094
A666587,0.8468233346939087,0.0002733482397161424,0.0015496028354391456,0.0030838637612760067,0.1482698917388916
A712158,0.28860121965408325,0.0012991621624678373,0.05583645775914192,0.4814404547214508,0.1728227436542511
A685517,0.058538440614938736,0.000268053263425827,0.2827919125556946,0.5301711559295654,0.128230482339859
A685730,0.8824912309646606,3.865084727294743e-05,0.0005263944622129202,0.026073399931192398,0.09087038040161133
A678991,0.00010641290282364935,0.04018009826540947,0.017695941030979156,0.00028663172270171344,0.9417309761047363
A705624,0.0006808237521909177,0.013040868565440178,0.043626099824905396,0.0024561823811382055,0.9401960968971252
A673447,0.2650856673717499,0.00031560027855448425,0.13907893002033234,0.44217079877853394,0.15334898233413696
A711688,0.0006341430707834661,0.28502973914146423,0.21478374302387238,0.0009727464057505131,0.49857962131500244
A697244,0.0412185974419117,0.006107073277235031,0.153435617685318,0.4416643977165222,0.3575742840766907
A677426,0.563351571559906,0.0002860882959794253,0.013707964681088924,0.2638876736164093,0.1587667614221573
A697780,0.4343912601470947,0.0024230151902884245,0.04272088780999184,0.3669191002845764,0.15354570746421814
A719983,0.5772892832756042,0.0008303302456624806,0.013872063718736172,0.21907907724380493,0.18892920017242432
A695240,0.341141939163208,0.000897600082680583,0.044788461178541183,0.5119629502296448,0.10120903700590134
A711664,0.058462657034397125,0.006691669579595327,0.03463302552700043,0.0036701716016978025,0.8965424299240112
A707869,0.00024340201343875378,0.01144325640052557,0.04292404279112816,0.0007567786960862577,0.9446325302124023
A663967,0.4744058847427368,0.0021142594050616026,0.01814330369234085,0.21811330318450928,0.287223219871521
A708753,0.03856523334980011,0.05784666910767555,0.10802481323480606,0.0035057321656495333,0.7920575737953186
A686019,0.4028480052947998,0.0003916464629583061,0.02616138942539692,0.38782986998558044,0.18276913464069366
A677092,0.9520105719566345,0.00018773239571601152,0.0016508190892636776,0.010863911360502243,0.03528696298599243
A711574,0.4542762041091919,0.013348099775612354,0.04905395954847336,0.005677105393260717,0.4776446223258972
A668078,0.9175530076026917,9.013672388391569e-05,0.0013828242663294077,0.03807896375656128,0.04289517179131508
A689525,0.31493473052978516,0.06459944695234299,0.16107134521007538,0.23319470882415771,0.22619971632957458
A702950,3.6681597066490212e-06,0.0016831178218126297,0.013483356684446335,0.000686399347614497,0.9841434955596924
A689519,0.002150754677131772,0.0025009268429130316,0.15526017546653748,0.024817651137709618,0.8152704834938049
A686649,0.016844989731907845,0.007495880126953125,0.3012286424636841,0.37543901801109314,0.29899147152900696
A716346,0.6493600606918335,0.00014969480980653316,0.004598543047904968,0.15013261139392853,0.1957591027021408
A695206,0.44027772545814514,0.0012716460041701794,0.034404464066028595,0.43018868565559387,0.09385745227336884
A676604,0.6057757139205933,0.00044398350291885436,0.012590008787810802,0.2972148656845093,0.08397537469863892
A712574,0.8601951003074646,0.00016032549319788814,0.0010964202228933573,0.00423044990748167,0.1343177706003189
A665604,0.5492919683456421,0.0016173343174159527,0.020197924226522446,0.19687922298908234,0.23201364278793335
A674774,0.3372142016887665,0.0013880745973438025,0.05510753393173218,0.49480941891670227,0.11148080974817276
A709803,0.019314907491207123,0.00015720646479167044,0.40782302618026733,0.40150347352027893,0.17120134830474854
A666484,0.17994144558906555,0.007782880682498217,0.033891692757606506,0.06060969829559326,0.7177742719650269
A710135,0.21015354990959167,0.008266672492027283,0.09738996624946594,0.14258484542369843,0.5416049957275391
A672177,0.7583296895027161,0.0002594980178400874,0.0046567670069634914,0.15302054584026337,0.08373348414897919
A718078,0.021940406411886215,0.00044675476965494454,0.41732990741729736,0.3681041896343231,0.19217877089977264
A700881,0.6166968941688538,0.000447657861514017,0.013769030570983887,0.26421672105789185,0.1048697978258133
A694009,0.4436843991279602,0.002002660883590579,0.042001694440841675,0.3005813658237457,0.21172985434532166
A679869,0.3694257438182831,0.0018639229238033295,0.06009696424007416,0.4200343191623688,0.14857900142669678
A674991,0.36914539337158203,0.002085020998492837,0.0472060851752758,0.36789143085479736,0.21367210149765015
A720908,0.0012102725449949503,0.06985417008399963,0.3542819917201996,0.05210191011428833,0.5225516557693481
A705805,0.01973060704767704,0.001839380245655775,0.01992911286652088,0.017157183960080147,0.9413437843322754
A692251,0.0051088533364236355,0.001210203510709107,0.1350468099117279,0.035383742302656174,0.823250412940979
A666536,0.19617795944213867,0.041936133056879044,0.10188055783510208,0.0043650842271745205,0.6556403040885925
A660676,0.5999332070350647,0.0009875583928078413,0.0172002911567688,0.27993690967559814,0.10194206237792969
A707132,0.16929373145103455,0.006510843988507986,0.08767720311880112,0.08814100921154022,0.6483772993087769
A678673,0.006545255426317453,0.028319086879491806,0.24373281002044678,0.006717180833220482,0.7146856784820557
